date,index,value
2024-03-08,NIFTY50,9059.86
2024-03-11,NIFTY50,8917.21
2024-03-12,NIFTY50,8884.03
2024-03-13,NIFTY50,8921.09
2024-03-14,NIFTY50,9081.14
2024-03-15,NIFTY50,9157.51
2024-03-18,NIFTY50,9312.63
2024-03-19,NIFTY50,9393.38
2024-03-20,NIFTY50,9277.01
2024-03-21,NIFTY50,9360.84
2024-03-22,NIFTY50,9312.05
2024-03-25,NIFTY50,9401.6
2024-03-26,NIFTY50,9220.57
2024-03-27,NIFTY50,9100.22
2024-03-28,NIFTY50,9174.63
2024-03-29,NIFTY50,9182.93
2024-04-01,NIFTY50,9101.02
2024-04-02,NIFTY50,9193.36
2024-04-03,NIFTY50,9303.51
2024-04-04,NIFTY50,9334.98
2024-04-05,NIFTY50,9398.44
2024-04-08,NIFTY50,9455.18
2024-04-09,NIFTY50,9493.06
2024-04-10,NIFTY50,9490.35
2024-04-11,NIFTY50,9548.87
2024-04-12,NIFTY50,9572.25
2024-04-15,NIFTY50,9521.29
2024-04-16,NIFTY50,9552.52
2024-04-17,NIFTY50,9652.31
2024-04-18,NIFTY50,9628.01
2024-04-19,NIFTY50,9558.23
2024-04-22,NIFTY50,9501.85
2024-04-23,NIFTY50,9475.9
2024-04-24,NIFTY50,9338.87
2024-04-25,NIFTY50,9339.66
2024-04-26,NIFTY50,9402.95
2024-04-29,NIFTY50,9164.92
2024-04-30,NIFTY50,9088.56
2024-05-01,NIFTY50,9086.33
2024-05-02,NIFTY50,9124.32
2024-05-03,NIFTY50,9219.47
2024-05-06,NIFTY50,9318.43
2024-05-07,NIFTY50,9294.31
2024-05-08,NIFTY50,9213.82
2024-05-09,NIFTY50,9380.13
2024-05-10,NIFTY50,9426.58
2024-05-13,NIFTY50,9478.83
2024-05-14,NIFTY50,9414.79
2024-05-15,NIFTY50,9241.05
2024-05-16,NIFTY50,9204.51
2024-05-17,NIFTY50,9109.62
2024-05-20,NIFTY50,9099.89
2024-05-21,NIFTY50,8999.53
2024-05-22,NIFTY50,8965.08
2024-05-23,NIFTY50,9045.19
2024-05-24,NIFTY50,9089.95
2024-05-27,NIFTY50,9233.84
2024-05-28,NIFTY50,9148.22
2024-05-29,NIFTY50,9191.28
2024-05-30,NIFTY50,9286.09
2024-05-31,NIFTY50,9379.78
2024-06-03,NIFTY50,9370.17
2024-06-04,NIFTY50,9258.57
2024-06-05,NIFTY50,9244.59
2024-06-06,NIFTY50,9373.9
2024-06-07,NIFTY50,9420.31
2024-06-10,NIFTY50,9565.73
2024-06-11,NIFTY50,9654.39
2024-06-12,NIFTY50,9580.05
2024-06-13,NIFTY50,9514.86
2024-06-14,NIFTY50,9529.86
2024-06-17,NIFTY50,9429.12
2024-06-18,NIFTY50,9507.66
2024-06-19,NIFTY50,9645.85
2024-06-20,NIFTY50,9764.02
2024-06-21,NIFTY50,9622.36
2024-06-24,NIFTY50,9760.35
2024-06-25,NIFTY50,9753.3
2024-06-26,NIFTY50,9704.11
2024-06-27,NIFTY50,9714.94
2024-06-28,NIFTY50,9680.39
2024-07-01,NIFTY50,9664.73
2024-07-02,NIFTY50,9634.98
2024-07-03,NIFTY50,9571.6
2024-07-04,NIFTY50,9594.15
2024-07-05,NIFTY50,9571.44
2024-07-08,NIFTY50,9526.02
2024-07-09,NIFTY50,9523.82
2024-07-10,NIFTY50,9592.17
2024-07-11,NIFTY50,9535.73
2024-07-12,NIFTY50,9437.19
2024-07-15,NIFTY50,9397.28
2024-07-16,NIFTY50,9258.9
2024-07-17,NIFTY50,9233.07
2024-07-18,NIFTY50,9281.86
2024-07-19,NIFTY50,9195.65
2024-07-22,NIFTY50,9267.69
2024-07-23,NIFTY50,9257.93
2024-07-24,NIFTY50,9302.46
2024-07-25,NIFTY50,9232.28
2024-07-26,NIFTY50,9343.98
2024-07-29,NIFTY50,9377.75
2024-07-30,NIFTY50,9507.59
2024-07-31,NIFTY50,9614.61
2024-08-01,NIFTY50,9443.84
2024-08-02,NIFTY50,9261.58
2024-08-05,NIFTY50,9405.26
2024-08-06,NIFTY50,9385.07
2024-08-07,NIFTY50,9363.94
2024-08-08,NIFTY50,9426.52
2024-08-09,NIFTY50,9502.02
2024-08-12,NIFTY50,9465.11
2024-08-13,NIFTY50,9584.79
2024-08-14,NIFTY50,9567.57
2024-08-15,NIFTY50,9597.27
2024-08-16,NIFTY50,9616.34
2024-08-19,NIFTY50,9622.34
2024-08-20,NIFTY50,9666.61
2024-08-21,NIFTY50,9666.95
2024-08-22,NIFTY50,9617.03
2024-08-23,NIFTY50,9575.36
2024-08-26,NIFTY50,9599.02
2024-08-27,NIFTY50,9519.31
2024-08-28,NIFTY50,9503.12
2024-08-29,NIFTY50,9623.51
2024-08-30,NIFTY50,9648.4
2024-09-02,NIFTY50,9527.63
2024-09-03,NIFTY50,9481.15
2024-09-04,NIFTY50,9532.71
2024-09-05,NIFTY50,9626.7
2024-09-06,NIFTY50,9787.49
2024-09-09,NIFTY50,9791.3
2024-09-10,NIFTY50,9634.93
2024-09-11,NIFTY50,9684.48
2024-09-12,NIFTY50,9937.5
2024-09-13,NIFTY50,10075.33
2024-09-16,NIFTY50,10155.99
2024-09-17,NIFTY50,10154.25
2024-09-18,NIFTY50,9907.86
2024-09-19,NIFTY50,9976.42
2024-09-20,NIFTY50,9953.62
2024-09-23,NIFTY50,10040.88
2024-09-24,NIFTY50,10080.79
2024-09-25,NIFTY50,10112.42
2024-09-26,NIFTY50,10167.67
2024-09-27,NIFTY50,10127.56
2024-09-30,NIFTY50,10150.33
2024-10-01,NIFTY50,10199.73
2024-10-02,NIFTY50,10212.19
2024-10-03,NIFTY50,10161.64
2024-10-04,NIFTY50,10139.89
2024-10-07,NIFTY50,10107.76
2024-10-08,NIFTY50,9969.82
2024-10-09,NIFTY50,9979.81
2024-10-10,NIFTY50,10022.64
2024-10-11,NIFTY50,10012.33
2024-10-14,NIFTY50,10011.51
2024-10-15,NIFTY50,10147.6
2024-10-16,NIFTY50,10268.8
2024-10-17,NIFTY50,10356.74
2024-10-18,NIFTY50,10386.91
2024-10-21,NIFTY50,10358.3
2024-10-22,NIFTY50,10420.97
2024-10-23,NIFTY50,10352.28
2024-10-24,NIFTY50,10307.9
2024-10-25,NIFTY50,10293.47
2024-10-28,NIFTY50,10202.56
2024-10-29,NIFTY50,10267.83
2024-10-30,NIFTY50,10297.73
2024-10-31,NIFTY50,10319.45
2024-11-01,NIFTY50,10273.52
2024-11-04,NIFTY50,10201.7
2024-11-05,NIFTY50,10153.9
2024-11-06,NIFTY50,10106.49
2024-11-07,NIFTY50,9887.73
2024-11-08,NIFTY50,9879.65
2024-11-11,NIFTY50,9792.92
2024-11-12,NIFTY50,9824.12
2024-11-13,NIFTY50,9847.06
2024-11-14,NIFTY50,9802.9
2024-11-15,NIFTY50,9879.51
2024-11-18,NIFTY50,9978.68
2024-11-19,NIFTY50,10051.39
2024-11-20,NIFTY50,10094.91
2024-11-21,NIFTY50,9947.96
2024-11-22,NIFTY50,9787.92
2024-11-25,NIFTY50,9728.75
2024-11-26,NIFTY50,9780.24
2024-11-27,NIFTY50,9759.77
2024-11-28,NIFTY50,9799.26
2024-11-29,NIFTY50,9729.17
2024-12-02,NIFTY50,9598.65
2024-12-03,NIFTY50,9715.81
2024-12-04,NIFTY50,9703.52
2024-12-05,NIFTY50,9718.44
2024-12-06,NIFTY50,9669.22
2024-12-09,NIFTY50,9684.74
2024-12-10,NIFTY50,9649.06
2024-12-11,NIFTY50,9678.14
2024-12-12,NIFTY50,9760.38
2024-12-13,NIFTY50,9726.86
2024-12-16,NIFTY50,9692.39
2024-12-17,NIFTY50,9753.91
2024-12-18,NIFTY50,9866.66
2024-12-19,NIFTY50,9900.37
2024-12-20,NIFTY50,9919.73
2024-12-23,NIFTY50,9889.99
2024-12-24,NIFTY50,9854.82
2024-12-25,NIFTY50,9873.53
2024-12-26,NIFTY50,9833.04
2024-12-27,NIFTY50,9874.76
2024-12-30,NIFTY50,9905.09
2024-12-31,NIFTY50,9918.71
2025-01-01,NIFTY50,9946.33
2025-01-02,NIFTY50,9985.32
2025-01-03,NIFTY50,10177.01
2025-01-06,NIFTY50,10182.15
2025-01-07,NIFTY50,10093.47
2025-01-08,NIFTY50,10153.18
2025-01-09,NIFTY50,10120.49
2025-01-10,NIFTY50,10150.59
2025-01-13,NIFTY50,10169.86
2025-01-14,NIFTY50,10056.88
2025-01-15,NIFTY50,10091.69
2025-01-16,NIFTY50,10142.18
2025-01-17,NIFTY50,9992.17
2025-01-20,NIFTY50,9963.09
2025-01-21,NIFTY50,9981.7
2025-01-22,NIFTY50,9900.69
2025-01-23,NIFTY50,9929.89
2025-01-24,NIFTY50,9905.06
2025-01-27,NIFTY50,9765.14
2025-01-28,NIFTY50,9922.55
2025-01-29,NIFTY50,9845.68
2025-01-30,NIFTY50,9796.26
2025-01-31,NIFTY50,9898.02
2025-02-03,NIFTY50,9940.35
2025-02-04,NIFTY50,9907.23
2025-02-05,NIFTY50,10004.46
2025-02-06,NIFTY50,9935.03
2025-02-07,NIFTY50,10033.36
2025-02-10,NIFTY50,10140.02
2025-02-11,NIFTY50,10113.79
2025-02-12,NIFTY50,10106.81
2025-02-13,NIFTY50,10148.88
2025-02-14,NIFTY50,10229.37
2025-02-17,NIFTY50,10221.57
2025-02-18,NIFTY50,10223.57
2025-02-19,NIFTY50,10270.61
2025-02-20,NIFTY50,10350.31
2025-02-21,NIFTY50,10310.08
2025-02-24,NIFTY50,10471.09
2025-02-25,NIFTY50,10501.14
2025-02-26,NIFTY50,10427.78
2025-02-27,NIFTY50,10494.56
2025-02-28,NIFTY50,10517.95
2025-03-03,NIFTY50,10425.02
2025-03-04,NIFTY50,10460.76
2025-03-05,NIFTY50,10480.77
2025-03-06,NIFTY50,10363.21
2025-03-07,NIFTY50,10382.41
2025-03-10,NIFTY50,10328.82
2025-03-11,NIFTY50,10358.15
2025-03-12,NIFTY50,10339.84
2025-03-13,NIFTY50,10428.39
2025-03-14,NIFTY50,10371.6
2025-03-17,NIFTY50,10373.82
2025-03-18,NIFTY50,10494.77
2025-03-19,NIFTY50,10518.02
2025-03-20,NIFTY50,10467.55
2025-03-21,NIFTY50,10542.76
2025-03-24,NIFTY50,10612.45
2025-03-25,NIFTY50,10564.38
2025-03-26,NIFTY50,10736.02
2025-03-27,NIFTY50,10859.21
2025-03-28,NIFTY50,11044.81
2025-03-31,NIFTY50,10918.9
2025-04-01,NIFTY50,10925.87
2025-04-02,NIFTY50,11023.77
2025-04-03,NIFTY50,11034.64
2025-04-04,NIFTY50,11107.39
2025-04-07,NIFTY50,11320.94
2025-04-08,NIFTY50,11293.75
2025-04-09,NIFTY50,11477.94
2025-04-10,NIFTY50,11555.26
2025-04-11,NIFTY50,11542.02
2025-04-14,NIFTY50,11449.59
2025-04-15,NIFTY50,11454.78
2025-04-16,NIFTY50,11485.81
2025-04-17,NIFTY50,11476.18
2025-04-18,NIFTY50,11461.23
2025-04-21,NIFTY50,11515.7
2025-04-22,NIFTY50,11550.55
2025-04-23,NIFTY50,11612.84
2025-04-24,NIFTY50,11458.53
2025-04-25,NIFTY50,11539.73
2025-04-28,NIFTY50,11406.7
2025-04-29,NIFTY50,11289.15
2025-04-30,NIFTY50,11162.78
2025-05-01,NIFTY50,11133.77
2025-05-02,NIFTY50,11116.1
2025-05-05,NIFTY50,11107.05
2025-05-06,NIFTY50,11217.04
2025-05-07,NIFTY50,11237.8
2025-05-08,NIFTY50,11151.2
2025-05-09,NIFTY50,11191.73
2025-05-12,NIFTY50,11180.14
2025-05-13,NIFTY50,11257.84
2025-05-14,NIFTY50,11288.16
2025-05-15,NIFTY50,11355.15
2025-05-16,NIFTY50,11083.76
2025-05-19,NIFTY50,11131.1
2025-05-20,NIFTY50,11175.76
2025-05-21,NIFTY50,11152.0
2025-05-22,NIFTY50,11167.99
2025-05-23,NIFTY50,11055.27
2025-05-26,NIFTY50,11288.73
2025-05-27,NIFTY50,11274.22
2025-05-28,NIFTY50,11404.93
2025-05-29,NIFTY50,11442.17
2025-05-30,NIFTY50,11324.38
2025-06-02,NIFTY50,11276.19
2025-06-03,NIFTY50,11370.27
2025-06-04,NIFTY50,11493.82
2025-06-05,NIFTY50,11489.89
2025-06-06,NIFTY50,11581.25
2025-06-09,NIFTY50,11727.8
2025-06-10,NIFTY50,11857.98
2025-06-11,NIFTY50,11835.51
2025-06-12,NIFTY50,11936.13
2025-06-13,NIFTY50,11994.21
2025-06-16,NIFTY50,11928.04
2025-06-17,NIFTY50,12035.79
2025-06-18,NIFTY50,12070.21
2025-06-19,NIFTY50,12086.77
2025-06-20,NIFTY50,12035.9
2025-06-23,NIFTY50,12054.09
2025-06-24,NIFTY50,12106.87
2025-06-25,NIFTY50,12050.21
2025-06-26,NIFTY50,12196.0
2025-06-27,NIFTY50,12128.77
2025-06-30,NIFTY50,12128.13
2025-07-01,NIFTY50,12029.46
2025-07-02,NIFTY50,12080.45
2025-07-03,NIFTY50,11968.32
2025-07-04,NIFTY50,11868.81
2025-07-07,NIFTY50,11883.41
2025-07-08,NIFTY50,11887.84
2025-07-09,NIFTY50,11815.61
2025-07-10,NIFTY50,11890.93
2025-07-11,NIFTY50,11867.76
2025-07-14,NIFTY50,11943.04
2025-07-15,NIFTY50,11944.01
2025-07-16,NIFTY50,11973.83
2025-07-17,NIFTY50,11903.36
2025-07-18,NIFTY50,11957.99
2025-07-21,NIFTY50,11860.33
2025-07-22,NIFTY50,11855.0
2025-07-23,NIFTY50,11900.37
2025-07-24,NIFTY50,11880.18
2025-07-25,NIFTY50,12023.97
2025-07-28,NIFTY50,12137.46
2025-07-29,NIFTY50,12076.01
2025-07-30,NIFTY50,12203.4
2025-07-31,NIFTY50,12145.48
2025-08-01,NIFTY50,12202.03
2025-08-04,NIFTY50,12209.94
2025-08-05,NIFTY50,12229.26
2025-08-06,NIFTY50,12214.99
2025-08-07,NIFTY50,12044.9
2025-08-08,NIFTY50,11976.91
2025-08-11,NIFTY50,11790.83
2025-08-12,NIFTY50,11827.45
2025-08-13,NIFTY50,11733.17
2025-08-14,NIFTY50,11754.31
2025-08-15,NIFTY50,11760.96
2025-08-18,NIFTY50,11812.53
2025-08-19,NIFTY50,11927.5
2025-08-20,NIFTY50,11878.13
2025-08-21,NIFTY50,11858.31
2025-08-22,NIFTY50,11910.41
2025-08-25,NIFTY50,11823.33
2025-08-26,NIFTY50,11797.02
2025-08-27,NIFTY50,11720.09
2025-08-28,NIFTY50,11762.58
2025-08-29,NIFTY50,11744.11
2025-09-01,NIFTY50,11725.54
2025-09-02,NIFTY50,11773.29
2025-09-03,NIFTY50,11716.49
2025-09-04,NIFTY50,11608.92
2025-09-05,NIFTY50,11752.97
2025-09-08,NIFTY50,11823.32
2025-09-09,NIFTY50,11839.9
2025-09-10,NIFTY50,11882.98
2025-09-11,NIFTY50,11896.43
2025-09-12,NIFTY50,12077.76
2025-09-15,NIFTY50,12044.96
2025-09-16,NIFTY50,11979.87
2025-09-17,NIFTY50,12055.67
2025-09-18,NIFTY50,12009.09
2025-09-19,NIFTY50,12150.69
2025-09-22,NIFTY50,12085.89
2025-09-23,NIFTY50,12033.76
2025-09-24,NIFTY50,12107.32
2025-09-25,NIFTY50,11985.64
2025-09-26,NIFTY50,11971.08
2025-09-29,NIFTY50,12185.49
2025-09-30,NIFTY50,12207.84
2025-10-01,NIFTY50,12167.86
2025-10-02,NIFTY50,12136.1
2025-10-03,NIFTY50,12038.91
2025-10-06,NIFTY50,12129.42
2025-10-07,NIFTY50,12076.37
2025-10-08,NIFTY50,12075.83
2025-10-09,NIFTY50,11989.31
2025-10-10,NIFTY50,12017.54
2025-10-13,NIFTY50,11984.48
2025-10-14,NIFTY50,11895.12
2025-10-15,NIFTY50,11879.42
2025-10-16,NIFTY50,11876.87
2025-10-17,NIFTY50,11869.53
2025-10-20,NIFTY50,11881.85
2025-10-21,NIFTY50,11856.5
2025-10-22,NIFTY50,11840.79
2025-10-23,NIFTY50,11744.87
2025-10-24,NIFTY50,11753.25
2025-10-27,NIFTY50,11791.84
2025-10-28,NIFTY50,11667.83
2025-10-29,NIFTY50,11702.9
2025-10-30,NIFTY50,11731.94
2025-10-31,NIFTY50,11631.31
2025-11-03,NIFTY50,11551.87
2025-11-04,NIFTY50,11701.65
2025-11-05,NIFTY50,11622.69
2025-11-06,NIFTY50,11609.59
2025-11-07,NIFTY50,11640.02
2025-11-10,NIFTY50,11630.94
2025-11-11,NIFTY50,11713.63
2025-11-12,NIFTY50,11565.46
2025-11-13,NIFTY50,11635.19
2025-11-14,NIFTY50,11651.82
2025-11-17,NIFTY50,11792.13
2025-11-18,NIFTY50,11848.33
2025-11-19,NIFTY50,11800.85
2025-11-20,NIFTY50,11653.42
2025-11-21,NIFTY50,11762.68
2025-11-24,NIFTY50,11773.07
2025-11-25,NIFTY50,11768.71
2025-11-26,NIFTY50,11825.21
2025-11-27,NIFTY50,11655.28
2025-11-28,NIFTY50,11652.18
2025-12-01,NIFTY50,11661.29
2025-12-02,NIFTY50,11543.32
2025-12-03,NIFTY50,11577.42
2025-12-04,NIFTY50,11481.44
2025-12-05,NIFTY50,11408.93
2025-12-08,NIFTY50,11300.44
2025-12-09,NIFTY50,11225.18
2025-12-10,NIFTY50,11104.14
2025-12-11,NIFTY50,11192.31
2025-12-12,NIFTY50,11183.65
2025-12-15,NIFTY50,11201.99
2025-12-16,NIFTY50,11164.72
2025-12-17,NIFTY50,11106.34
2025-12-18,NIFTY50,11128.5
2025-12-19,NIFTY50,11004.95
2025-12-22,NIFTY50,11162.79
2025-12-23,NIFTY50,11090.47
2025-12-24,NIFTY50,11127.26
2025-12-25,NIFTY50,11098.88
2025-12-26,NIFTY50,11020.85
2025-12-29,NIFTY50,10999.13
2025-12-30,NIFTY50,11016.62
2025-12-31,NIFTY50,11120.0
2026-01-01,NIFTY50,11209.61
2026-01-02,NIFTY50,11198.7
2026-01-05,NIFTY50,11181.59
2026-01-06,NIFTY50,11167.73
2026-01-07,NIFTY50,11157.7
2026-01-08,NIFTY50,11107.98
2026-01-09,NIFTY50,11223.8
2026-01-12,NIFTY50,11220.77
2026-01-13,NIFTY50,11174.59
2026-01-14,NIFTY50,11268.16
2026-01-15,NIFTY50,11346.89
2026-01-16,NIFTY50,11375.6
2026-01-19,NIFTY50,11432.82
2026-01-20,NIFTY50,11519.12
2026-01-21,NIFTY50,11381.42
2026-01-22,NIFTY50,11445.89
2026-01-23,NIFTY50,11366.21
2026-01-26,NIFTY50,11428.5
2026-01-27,NIFTY50,11415.8
2026-01-28,NIFTY50,11399.02
2026-01-29,NIFTY50,11466.77
2026-01-30,NIFTY50,11486.81
2015-01-01,NASDAQ,5512.96
2015-01-02,NASDAQ,5525.65
2015-01-05,NASDAQ,5555.72
2015-01-06,NASDAQ,5456.94
2015-01-07,NASDAQ,5447.64
2015-01-08,NASDAQ,5175.0
2015-01-09,NASDAQ,5121.89
2015-01-12,NASDAQ,5286.79
2015-01-13,NASDAQ,5024.08
2015-01-14,NASDAQ,5034.04
2015-01-15,NASDAQ,5140.05
2015-01-16,NASDAQ,5166.14
2015-01-19,NASDAQ,5225.35
2015-01-20,NASDAQ,5115.89
2015-01-21,NASDAQ,5140.63
2015-01-22,NASDAQ,4949.18
2015-01-23,NASDAQ,4986.5
2015-01-26,NASDAQ,4906.55
2015-01-27,NASDAQ,4700.12
2015-01-28,NASDAQ,4822.91
2015-01-29,NASDAQ,4992.62
2015-01-30,NASDAQ,5222.38
2015-02-02,NASDAQ,5200.41
2015-02-03,NASDAQ,5209.92
2015-02-04,NASDAQ,5256.46
2015-02-05,NASDAQ,5215.58
2015-02-06,NASDAQ,5297.47
2015-02-09,NASDAQ,5059.91
2015-02-10,NASDAQ,4981.85
2015-02-11,NASDAQ,5211.86
2015-02-12,NASDAQ,5210.5
2015-02-13,NASDAQ,5222.31
2015-02-16,NASDAQ,5331.02
2015-02-17,NASDAQ,5300.37
2015-02-18,NASDAQ,5006.38
2015-02-19,NASDAQ,5116.28
2015-02-20,NASDAQ,5191.09
2015-02-23,NASDAQ,5214.66
2015-02-24,NASDAQ,5271.14
2015-02-25,NASDAQ,5297.27
2015-02-26,NASDAQ,5182.67
2015-02-27,NASDAQ,5348.27
2015-03-02,NASDAQ,5507.31
2015-03-03,NASDAQ,5381.6
2015-03-04,NASDAQ,5265.8
2015-03-05,NASDAQ,5201.37
2015-03-06,NASDAQ,5217.75
2015-03-09,NASDAQ,5294.31
2015-03-10,NASDAQ,5404.64
2015-03-11,NASDAQ,5561.38
2015-03-12,NASDAQ,5598.26
2015-03-13,NASDAQ,5470.98
2015-03-16,NASDAQ,5399.67
2015-03-17,NASDAQ,5191.18
2015-03-18,NASDAQ,5120.49
2015-03-19,NASDAQ,5023.64
2015-03-20,NASDAQ,5003.22
2015-03-23,NASDAQ,5077.56
2015-03-24,NASDAQ,5090.01
2015-03-25,NASDAQ,4942.94
2015-03-26,NASDAQ,5061.26
2015-03-27,NASDAQ,5189.11
2015-03-30,NASDAQ,5227.23
2015-03-31,NASDAQ,5177.11
2015-04-01,NASDAQ,5130.36
2015-04-02,NASDAQ,5237.79
2015-04-03,NASDAQ,5179.02
2015-04-06,NASDAQ,5082.36
2015-04-07,NASDAQ,5095.02
2015-04-08,NASDAQ,5150.47
2015-04-09,NASDAQ,5089.86
2015-04-10,NASDAQ,4935.11
2015-04-13,NASDAQ,4972.06
2015-04-14,NASDAQ,4952.17
2015-04-15,NASDAQ,4950.93
2015-04-16,NASDAQ,4994.35
2015-04-17,NASDAQ,5076.04
2015-04-20,NASDAQ,5097.51
2015-04-21,NASDAQ,4921.74
2015-04-22,NASDAQ,4955.15
2015-04-23,NASDAQ,5247.32
2015-04-24,NASDAQ,5201.17
2015-04-27,NASDAQ,5396.97
2015-04-28,NASDAQ,5354.11
2015-04-29,NASDAQ,5320.69
2015-04-30,NASDAQ,5426.53
2015-05-01,NASDAQ,5281.5
2015-05-04,NASDAQ,5358.04
2015-05-05,NASDAQ,5377.99
2015-05-06,NASDAQ,5097.4
2015-05-07,NASDAQ,4878.89
2015-05-08,NASDAQ,4854.29
2015-05-11,NASDAQ,5021.12
2015-05-12,NASDAQ,4907.21
2015-05-13,NASDAQ,4931.22
2015-05-14,NASDAQ,4948.12
2015-05-15,NASDAQ,5286.96
2015-05-18,NASDAQ,5294.52
2015-05-19,NASDAQ,5455.72
2015-05-20,NASDAQ,5329.97
2015-05-21,NASDAQ,5352.97
2015-05-22,NASDAQ,5434.05
2015-05-25,NASDAQ,5595.0
2015-05-26,NASDAQ,5773.87
2015-05-27,NASDAQ,5618.39
2015-05-28,NASDAQ,5735.96
2015-05-29,NASDAQ,5924.3
2015-06-01,NASDAQ,6167.21
2015-06-02,NASDAQ,6183.78
2015-06-03,NASDAQ,6267.49
2015-06-04,NASDAQ,6303.97
2015-06-05,NASDAQ,6233.21
2015-06-08,NASDAQ,6595.55
2015-06-09,NASDAQ,6793.42
2015-06-10,NASDAQ,7063.08
2015-06-11,NASDAQ,6857.58
2015-06-12,NASDAQ,6851.22
2015-06-15,NASDAQ,6722.84
2015-06-16,NASDAQ,6606.18
2015-06-17,NASDAQ,6682.16
2015-06-18,NASDAQ,6559.87
2015-06-19,NASDAQ,6488.46
2015-06-22,NASDAQ,6414.86
2015-06-23,NASDAQ,6557.62
2015-06-24,NASDAQ,6670.08
2015-06-25,NASDAQ,6435.77
2015-06-26,NASDAQ,6464.59
2015-06-29,NASDAQ,6194.41
2015-06-30,NASDAQ,6169.54
2015-07-01,NASDAQ,6129.68
2015-07-02,NASDAQ,6348.56
2015-07-03,NASDAQ,6419.19
2015-07-06,NASDAQ,6385.0
2015-07-07,NASDAQ,6492.57
2015-07-08,NASDAQ,6679.79
2015-07-09,NASDAQ,6583.41
2015-07-10,NASDAQ,6590.3
2015-07-13,NASDAQ,6577.38
2015-07-14,NASDAQ,6593.61
2015-07-15,NASDAQ,6677.26
2015-07-16,NASDAQ,6922.92
2015-07-17,NASDAQ,6991.82
2015-07-20,NASDAQ,6815.91
2015-07-21,NASDAQ,6966.68
2015-07-22,NASDAQ,7105.21
2015-07-23,NASDAQ,7103.59
2015-07-24,NASDAQ,6833.53
2015-07-27,NASDAQ,6565.41
2015-07-28,NASDAQ,6454.23
2015-07-29,NASDAQ,6263.38
2015-07-30,NASDAQ,6242.5
2015-07-31,NASDAQ,6187.15
2015-08-03,NASDAQ,6023.58
2015-08-04,NASDAQ,6256.59
2015-08-05,NASDAQ,6213.61
2015-08-06,NASDAQ,6016.66
2015-08-07,NASDAQ,5892.16
2015-08-10,NASDAQ,5933.76
2015-08-11,NASDAQ,5656.1
2015-08-12,NASDAQ,5467.52
2015-08-13,NASDAQ,5424.85
2015-08-14,NASDAQ,5752.98
2015-08-17,NASDAQ,6009.21
2015-08-18,NASDAQ,6091.71
2015-08-19,NASDAQ,6076.4
2015-08-20,NASDAQ,6365.48
2015-08-21,NASDAQ,6395.69
2015-08-24,NASDAQ,6305.9
2015-08-25,NASDAQ,6179.61
2015-08-26,NASDAQ,6214.5
2015-08-27,NASDAQ,6254.41
2015-08-28,NASDAQ,6354.64
2015-08-31,NASDAQ,6155.13
2015-09-01,NASDAQ,6310.36
2015-09-02,NASDAQ,6676.04
2015-09-03,NASDAQ,6787.59
2015-09-04,NASDAQ,6584.71
2015-09-07,NASDAQ,6634.35
2015-09-08,NASDAQ,6569.7
2015-09-09,NASDAQ,6531.86
2015-09-10,NASDAQ,6287.0
2015-09-11,NASDAQ,6581.4
2015-09-14,NASDAQ,6445.95
2015-09-15,NASDAQ,6233.64
2015-09-16,NASDAQ,6183.59
2015-09-17,NASDAQ,6300.68
2015-09-18,NASDAQ,6167.28
2015-09-21,NASDAQ,6241.55
2015-09-22,NASDAQ,6132.09
2015-09-23,NASDAQ,6273.76
2015-09-24,NASDAQ,6402.88
2015-09-25,NASDAQ,6436.18
2015-09-28,NASDAQ,6685.12
2015-09-29,NASDAQ,6737.57
2015-09-30,NASDAQ,6761.8
2015-10-01,NASDAQ,6864.41
2015-10-02,NASDAQ,6943.82
2015-10-05,NASDAQ,7061.51
2015-10-06,NASDAQ,7244.41
2015-10-07,NASDAQ,7257.0
2015-10-08,NASDAQ,6912.03
2015-10-09,NASDAQ,6738.79
2015-10-12,NASDAQ,6747.68
2015-10-13,NASDAQ,6644.16
2015-10-14,NASDAQ,6613.3
2015-10-15,NASDAQ,6743.32
2015-10-16,NASDAQ,7003.18
2015-10-19,NASDAQ,6943.55
2015-10-20,NASDAQ,6968.43
2015-10-21,NASDAQ,6917.75
2015-10-22,NASDAQ,6738.45
2015-10-23,NASDAQ,6596.77
2015-10-26,NASDAQ,6316.89
2015-10-27,NASDAQ,6315.69
2015-10-28,NASDAQ,6122.56
2015-10-29,NASDAQ,5803.43
2015-10-30,NASDAQ,5911.22
2015-11-02,NASDAQ,5866.71
2015-11-03,NASDAQ,5747.77
2015-11-04,NASDAQ,5880.93
2015-11-05,NASDAQ,5731.43
2015-11-06,NASDAQ,5662.4
2015-11-09,NASDAQ,5757.2
2015-11-10,NASDAQ,5939.51
2015-11-11,NASDAQ,6030.6
2015-11-12,NASDAQ,6302.1
2015-11-13,NASDAQ,6058.33
2015-11-16,NASDAQ,6429.8
2015-11-17,NASDAQ,6365.49
2015-11-18,NASDAQ,6144.24
2015-11-19,NASDAQ,6089.16
2015-11-20,NASDAQ,6045.92
2015-11-23,NASDAQ,5621.66
2015-11-24,NASDAQ,5469.94
2015-11-25,NASDAQ,5552.95
2015-11-26,NASDAQ,5514.5
2015-11-27,NASDAQ,5222.46
2015-11-30,NASDAQ,5232.01
2015-12-01,NASDAQ,4992.71
2015-12-02,NASDAQ,5249.72
