date,company,volume
2017-04-20,MPHASIS,2658761
2017-04-21,MPHASIS,2261765
2017-04-24,MPHASIS,2350562
2017-04-25,MPHASIS,1752717
2017-04-26,MPHASIS,2190488
2017-04-27,MPHASIS,1785468
2017-04-28,MPHASIS,1948607
2017-05-01,MPHASIS,2430268
2017-05-02,MPHASIS,1966427
2017-05-03,MPHASIS,1848545
2017-05-04,MPHASIS,1502115
2017-05-05,MPHASIS,2634408
2017-05-08,MPHASIS,2146475
2017-05-09,MPHASIS,1751268
2017-05-10,MPHASIS,2289541
2017-05-11,MPHASIS,1816335
2017-05-12,MPHASIS,2367008
2017-05-15,MPHASIS,2378127
2017-05-16,MPHASIS,1741980
2017-05-17,MPHASIS,1711769
2017-05-18,MPHASIS,1550378
2017-05-19,MPHASIS,1628210
2017-05-22,MPHASIS,2263244
2017-05-23,MPHASIS,1486310
2017-05-24,MPHASIS,2631490
2017-05-25,MPHASIS,2669692
2017-05-26,MPHASIS,2257438
2017-05-29,MPHASIS,2622524
2017-05-30,MPHASIS,1676009
2017-05-31,MPHASIS,1951562
2017-06-01,MPHASIS,1781322
2017-06-02,MPHASIS,2458671
2017-06-05,MPHASIS,1694466
2017-06-06,MPHASIS,1622365
2017-06-07,MPHASIS,2387711
2017-06-08,MPHASIS,4122873
2017-06-09,MPHASIS,1911324
2017-06-12,MPHASIS,2228897
2017-06-13,MPHASIS,2278901
2017-06-14,MPHASIS,2443975
2017-06-15,MPHASIS,1577087
2017-06-16,MPHASIS,2197134
2017-06-19,MPHASIS,1985933
2017-06-20,MPHASIS,1502527
2017-06-21,MPHASIS,1957279
2017-06-22,MPHASIS,2293613
2017-06-23,MPHASIS,1764224
2017-06-26,MPHASIS,2172821
2017-06-27,MPHASIS,2147430
2017-06-28,MPHASIS,2222809
2017-06-29,MPHASIS,2402405
2017-06-30,MPHASIS,1592437
2017-07-03,MPHASIS,1548037
2017-07-04,MPHASIS,1855074
2017-07-05,MPHASIS,2282270
2017-07-06,MPHASIS,1870889
2017-07-07,MPHASIS,2585658
2017-07-10,MPHASIS,1739876
2017-07-11,MPHASIS,2464095
2017-07-12,MPHASIS,1582782
2017-07-13,MPHASIS,2444322
2017-07-14,MPHASIS,1817056
2017-07-17,MPHASIS,2456518
2017-07-18,MPHASIS,5364116
2017-07-19,MPHASIS,1925873
2017-07-20,MPHASIS,1709266
2017-07-21,MPHASIS,1570464
2017-07-24,MPHASIS,2092905
2017-07-25,MPHASIS,1468659
2017-07-26,MPHASIS,1817787
2017-07-27,MPHASIS,2273549
2017-07-28,MPHASIS,1513883
2017-07-31,MPHASIS,2209166
2017-08-01,MPHASIS,2224445
2017-08-02,MPHASIS,1483471
2017-08-03,MPHASIS,1407903
2017-08-04,MPHASIS,1461209
2017-08-07,MPHASIS,2232864
2017-08-08,MPHASIS,2038402
2017-08-09,MPHASIS,1739718
2017-08-10,MPHASIS,2476560
2017-08-11,MPHASIS,1698819
2017-08-14,MPHASIS,1869763
2017-08-15,MPHASIS,2273474
2017-08-16,MPHASIS,2139259
2017-08-17,MPHASIS,2384433
2017-08-18,MPHASIS,9515876
2017-08-21,MPHASIS,2056531
2017-08-22,MPHASIS,2383772
2017-08-23,MPHASIS,1534775
2017-08-24,MPHASIS,1637972
2017-08-25,MPHASIS,1852454
2017-08-28,MPHASIS,1704334
2017-08-29,MPHASIS,1450174
2017-08-30,MPHASIS,1356951
2017-08-31,MPHASIS,2400685
2017-09-01,MPHASIS,2363088
2017-09-04,MPHASIS,2103362
2017-09-05,MPHASIS,2435093
2017-09-06,MPHASIS,1600158
2017-09-07,MPHASIS,1357757
2017-09-08,MPHASIS,2097914
2017-09-11,MPHASIS,1627481
2017-09-12,MPHASIS,1996891
2017-09-13,MPHASIS,1416338
2017-09-14,MPHASIS,2278822
2017-09-15,MPHASIS,1958926
2017-09-18,MPHASIS,1963119
2017-09-19,MPHASIS,1384418
2017-09-20,MPHASIS,2050847
2017-09-21,MPHASIS,1665941
2017-09-22,MPHASIS,2301720
2017-09-25,MPHASIS,1332648
2017-09-26,MPHASIS,2125586
2017-09-27,MPHASIS,1773885
2017-09-28,MPHASIS,2083090
2017-09-29,MPHASIS,2251077
2017-10-02,MPHASIS,2298891
2017-10-03,MPHASIS,1427258
2017-10-04,MPHASIS,3951778
2017-10-05,MPHASIS,2358052
2017-10-06,MPHASIS,2118524
2017-10-09,MPHASIS,1685694
2017-10-10,MPHASIS,1480018
2017-10-11,MPHASIS,1477393
2017-10-12,MPHASIS,1773684
2017-10-13,MPHASIS,2156264
2017-10-16,MPHASIS,1346392
2017-10-17,MPHASIS,1484255
2017-10-18,MPHASIS,2382920
2017-10-19,MPHASIS,1323370
2017-10-20,MPHASIS,2301831
2017-10-23,MPHASIS,1989634
2017-10-24,MPHASIS,2280152
2017-10-25,MPHASIS,1870165
2017-10-26,MPHASIS,1907153
2017-10-27,MPHASIS,1666644
2017-10-30,MPHASIS,1600894
2017-10-31,MPHASIS,1286871
2017-11-01,MPHASIS,1383812
2017-11-02,MPHASIS,1770060
2017-11-03,MPHASIS,1566435
2017-11-06,MPHASIS,1824033
2017-11-07,MPHASIS,2344153
2017-11-08,MPHASIS,2087897
2017-11-09,MPHASIS,1695358
2017-11-10,MPHASIS,2065657
2017-11-13,MPHASIS,2135047
2017-11-14,MPHASIS,2011829
2017-11-15,MPHASIS,1566616
2017-11-16,MPHASIS,1827067
2017-11-17,MPHASIS,2221463
2017-11-20,MPHASIS,2263803
2017-11-21,MPHASIS,2334125
2017-11-22,MPHASIS,1679036
2017-11-23,MPHASIS,2062584
2017-11-24,MPHASIS,1992181
2017-11-27,MPHASIS,1762746
2017-11-28,MPHASIS,1474345
2017-11-29,MPHASIS,2111291
2017-11-30,MPHASIS,2315787
2017-12-01,MPHASIS,4963182
2017-12-04,MPHASIS,1396460
2017-12-05,MPHASIS,2181137
2017-12-06,MPHASIS,1534605
2017-12-07,MPHASIS,2162667
2017-12-08,MPHASIS,1264516
2017-12-11,MPHASIS,1409658
2017-12-12,MPHASIS,1801634
2017-12-13,MPHASIS,1554570
2017-12-14,MPHASIS,1272660
2017-12-15,MPHASIS,1270277
2017-12-18,MPHASIS,1818945
2017-12-19,MPHASIS,2183581
2017-12-20,MPHASIS,1624707
2017-12-21,MPHASIS,1470944
2017-12-22,MPHASIS,1840627
2017-12-25,MPHASIS,2289981
2017-12-26,MPHASIS,5014850
2017-12-27,MPHASIS,2265415
2017-12-28,MPHASIS,1742787
2017-12-29,MPHASIS,1518104
2018-01-01,MPHASIS,2295535
2018-01-02,MPHASIS,2161709
2018-01-03,MPHASIS,2173275
2018-01-04,MPHASIS,2235532
2018-01-05,MPHASIS,1580170
2018-01-08,MPHASIS,1332420
2018-01-09,MPHASIS,1879057
2018-01-10,MPHASIS,1620159
2018-01-11,MPHASIS,1393196
2018-01-12,MPHASIS,2091852
2018-01-15,MPHASIS,2144257
2018-01-16,MPHASIS,8103692
2018-01-17,MPHASIS,1553002
2018-01-18,MPHASIS,1570396
2018-01-19,MPHASIS,1671396
2018-01-22,MPHASIS,1323059
2018-01-23,MPHASIS,1981748
2018-01-24,MPHASIS,2203825
2018-01-25,MPHASIS,1597501
2018-01-26,MPHASIS,1892535
2018-01-29,MPHASIS,1954215
2018-01-30,MPHASIS,1699657
2018-01-31,MPHASIS,1587587
2018-02-01,MPHASIS,2206792
2018-02-02,MPHASIS,2124898
2018-02-05,MPHASIS,1231824
2018-02-06,MPHASIS,1384763
2018-02-07,MPHASIS,1702338
2018-02-08,MPHASIS,1301216
2018-02-09,MPHASIS,1660240
2018-02-12,MPHASIS,1670855
2018-02-13,MPHASIS,2085974
2018-02-14,MPHASIS,1770729
2018-02-15,MPHASIS,2210435
2018-02-16,MPHASIS,1340641
2018-02-19,MPHASIS,1936845
2018-02-20,MPHASIS,1978229
2018-02-21,MPHASIS,1877103
2018-02-22,MPHASIS,2161423
2018-02-23,MPHASIS,1715738
2018-02-26,MPHASIS,1514092
2018-02-27,MPHASIS,1640923
2018-02-28,MPHASIS,1681737
2018-03-01,MPHASIS,1351078
2018-03-02,MPHASIS,1733537
2018-03-05,MPHASIS,1479517
2018-03-06,MPHASIS,1292341
2018-03-07,MPHASIS,1842719
2018-03-08,MPHASIS,1684893
2018-03-09,MPHASIS,2127978
2018-03-12,MPHASIS,1819653
2018-03-13,MPHASIS,1322167
2018-03-14,MPHASIS,2084788
2018-03-15,MPHASIS,1373542
2018-03-16,MPHASIS,1814739
2018-03-19,MPHASIS,1735912
2018-03-20,MPHASIS,1331942
2018-03-21,MPHASIS,1958130
2018-03-22,MPHASIS,1764836
2018-03-23,MPHASIS,2151811
2018-03-26,MPHASIS,1497779
2018-03-27,MPHASIS,1519094
2018-03-28,MPHASIS,2167625
2018-03-29,MPHASIS,1500779
2018-03-30,MPHASIS,1411751
2018-04-02,MPHASIS,1529133
2018-04-03,MPHASIS,1754469
2018-04-04,MPHASIS,1743622
2018-04-05,MPHASIS,1494934
2018-04-06,MPHASIS,1834474
2018-04-09,MPHASIS,2019718
2018-04-10,MPHASIS,1749303
2018-04-11,MPHASIS,1605135
2018-04-12,MPHASIS,1532567
2018-04-13,MPHASIS,2124983
2018-04-16,MPHASIS,1586863
2018-04-17,MPHASIS,1320080
2018-04-18,MPHASIS,1441801
2018-04-19,MPHASIS,1885829
2018-04-20,MPHASIS,1245288
2018-04-23,MPHASIS,1656135
2018-04-24,MPHASIS,1643826
2018-04-25,MPHASIS,1803671
2018-04-26,MPHASIS,1710167
2018-04-27,MPHASIS,1651984
2018-04-30,MPHASIS,1376005
2018-05-01,MPHASIS,1363929
2018-05-02,MPHASIS,1412086
2018-05-03,MPHASIS,2031743
2018-05-04,MPHASIS,1618957
2018-05-07,MPHASIS,1802095
2018-05-08,MPHASIS,1842973
2018-05-09,MPHASIS,1635731
2018-05-10,MPHASIS,1344278
2018-05-11,MPHASIS,1761903
2018-05-14,MPHASIS,1525270
2018-05-15,MPHASIS,1613015
2018-05-16,MPHASIS,1952729
2018-05-17,MPHASIS,1218717
2018-05-18,MPHASIS,1544331
2018-05-21,MPHASIS,1831700
2018-05-22,MPHASIS,2088415
2018-05-23,MPHASIS,1402968
2018-05-24,MPHASIS,1830395
2018-05-25,MPHASIS,1536643
2018-05-28,MPHASIS,1617047
2018-05-29,MPHASIS,1996599
2018-05-30,MPHASIS,1841838
2018-05-31,MPHASIS,2102311
2018-06-01,MPHASIS,1376283
2018-06-04,MPHASIS,1887952
2018-06-05,MPHASIS,1558099
2018-06-06,MPHASIS,5153786
2018-06-07,MPHASIS,1552054
2018-06-08,MPHASIS,1403829
2018-06-11,MPHASIS,1684410
2018-06-12,MPHASIS,1224307
2018-06-13,MPHASIS,1384935
2018-06-14,MPHASIS,1847943
2018-06-15,MPHASIS,1450610
2018-06-18,MPHASIS,2021789
2018-06-19,MPHASIS,1910369
2018-06-20,MPHASIS,1563081
2018-06-21,MPHASIS,1362964
2018-06-22,MPHASIS,1209271
2018-06-25,MPHASIS,1361421
2018-06-26,MPHASIS,1627266
2018-06-27,MPHASIS,1466156
2018-06-28,MPHASIS,1203569
2018-06-29,MPHASIS,1898410
2018-07-02,MPHASIS,2062640
2018-07-03,MPHASIS,1467840
2018-07-04,MPHASIS,1542424
2018-07-05,MPHASIS,1259588
2018-07-06,MPHASIS,2069651
2018-07-09,MPHASIS,1819845
2018-07-10,MPHASIS,1343040
2018-07-11,MPHASIS,1334511
2018-07-12,MPHASIS,1340260
2018-07-13,MPHASIS,1803845
2018-07-16,MPHASIS,1217905
2018-07-17,MPHASIS,1218697
2018-07-18,MPHASIS,1608036
2018-07-19,MPHASIS,1370609
2018-07-20,MPHASIS,1487715
2018-07-23,MPHASIS,1966314
2018-07-24,MPHASIS,1234925
2018-07-25,MPHASIS,2022477
2018-07-26,MPHASIS,2091534
2018-07-27,MPHASIS,1498924
2018-07-30,MPHASIS,1750432
2018-07-31,MPHASIS,2015314
2018-08-01,MPHASIS,1755792
2018-08-02,MPHASIS,1544835
2018-08-03,MPHASIS,1554360
2018-08-06,MPHASIS,1524655
2018-08-07,MPHASIS,1411872
2018-08-08,MPHASIS,1440902
2018-08-09,MPHASIS,1542173
2018-08-10,MPHASIS,1948480
2018-08-13,MPHASIS,1260130
2018-08-14,MPHASIS,1344136
2018-08-15,MPHASIS,1446323
2018-08-16,MPHASIS,1394383
2018-08-17,MPHASIS,1438880
2018-08-20,MPHASIS,1830986
2018-08-21,MPHASIS,1461436
2018-08-22,MPHASIS,4701389
2018-08-23,MPHASIS,1440062
2018-08-24,MPHASIS,6475851
2018-08-27,MPHASIS,1736695
2018-08-28,MPHASIS,1646657
2018-08-29,MPHASIS,1354821
2018-08-30,MPHASIS,1850453
2018-08-31,MPHASIS,2126777
2018-09-03,MPHASIS,1467539
2018-09-04,MPHASIS,1191438
2018-09-05,MPHASIS,1720814
2018-09-06,MPHASIS,1260904
2018-09-07,MPHASIS,1732186
2018-09-10,MPHASIS,1466518
2018-09-11,MPHASIS,1216292
2018-09-12,MPHASIS,1713136
2018-09-13,MPHASIS,1272761
2018-09-14,MPHASIS,1535932
2018-09-17,MPHASIS,1933519
2018-09-18,MPHASIS,1438123
2018-09-19,MPHASIS,2042830
2018-09-20,MPHASIS,1298943
2018-09-21,MPHASIS,1747793
2018-09-24,MPHASIS,1641540
2018-09-25,MPHASIS,2088502
2018-09-26,MPHASIS,2003129
2018-09-27,MPHASIS,1185318
2018-09-28,MPHASIS,1781732
2018-10-01,MPHASIS,1473505
2018-10-02,MPHASIS,1492085
2018-10-03,MPHASIS,1638765
2018-10-04,MPHASIS,1460165
2018-10-05,MPHASIS,1183692
2018-10-08,MPHASIS,2038901
2018-10-09,MPHASIS,1200372
2018-10-10,MPHASIS,1948702
2018-10-11,MPHASIS,1729530
2018-10-12,MPHASIS,1397245
2018-10-15,MPHASIS,1929299
2018-10-16,MPHASIS,1871127
2018-10-17,MPHASIS,1634878
2018-10-18,MPHASIS,1761704
2018-10-19,MPHASIS,1761517
2018-10-22,MPHASIS,1226115
2018-10-23,MPHASIS,1391203
2018-10-24,MPHASIS,1224263
2018-10-25,MPHASIS,1393167
2018-10-26,MPHASIS,1953291
2018-10-29,MPHASIS,2099218
2018-10-30,MPHASIS,1294511
2018-10-31,MPHASIS,1876944
2018-11-01,MPHASIS,1374486
2018-11-02,MPHASIS,2002691
2018-11-05,MPHASIS,1526761
2018-11-06,MPHASIS,1704223
2018-11-07,MPHASIS,1414396
2018-11-08,MPHASIS,1881486
2018-11-09,MPHASIS,1318160
2018-11-12,MPHASIS,1278933
2018-11-13,MPHASIS,1300500
2018-11-14,MPHASIS,1546893
2018-11-15,MPHASIS,1910425
2018-11-16,MPHASIS,1631307
2018-11-19,MPHASIS,1282169
2018-11-20,MPHASIS,1588835
2018-11-21,MPHASIS,1323201
2018-11-22,MPHASIS,1260233
2018-11-23,MPHASIS,1353136
2018-11-26,MPHASIS,1305534
2018-11-27,MPHASIS,1369366
2018-11-28,MPHASIS,1786615
2018-11-29,MPHASIS,1355523
2018-11-30,MPHASIS,2058634
2018-12-03,MPHASIS,1356056
2018-12-04,MPHASIS,1458722
2018-12-05,MPHASIS,2096559
2018-12-06,MPHASIS,1366140
2018-12-07,MPHASIS,1204157
2018-12-10,MPHASIS,2132294
2018-12-11,MPHASIS,1189938
2018-12-12,MPHASIS,1237994
2018-12-13,MPHASIS,1959165
2018-12-14,MPHASIS,1328498
2018-12-17,MPHASIS,2063644
2018-12-18,MPHASIS,2131854
2018-12-19,MPHASIS,1377551
2018-12-20,MPHASIS,1292687
2018-12-21,MPHASIS,1723149
2018-12-24,MPHASIS,1507212
2018-12-25,MPHASIS,1866131
2018-12-26,MPHASIS,2121040
2018-12-27,MPHASIS,2055089
2018-12-28,MPHASIS,1362061
2018-12-31,MPHASIS,2178059
2019-01-01,MPHASIS,1570438
2019-01-02,MPHASIS,1499290
2019-01-03,MPHASIS,2074466
2019-01-04,MPHASIS,1552312
2019-01-07,MPHASIS,1457160
2019-01-08,MPHASIS,1815853
2019-01-09,MPHASIS,1706346
2019-01-10,MPHASIS,1620662
2019-01-11,MPHASIS,1722870
2019-01-14,MPHASIS,1828001
2019-01-15,MPHASIS,1842345
2019-01-16,MPHASIS,1559804
2019-01-17,MPHASIS,2191526
2019-01-18,MPHASIS,1513507
2019-01-21,MPHASIS,2015697
2019-01-22,MPHASIS,4422200
2019-01-23,MPHASIS,1546403
2019-01-24,MPHASIS,1822539
2019-01-25,MPHASIS,1414485
2019-01-28,MPHASIS,1388319
2019-01-29,MPHASIS,1795273
2019-01-30,MPHASIS,1700902
2019-01-31,MPHASIS,1744749
2019-02-01,MPHASIS,1419764
2019-02-04,MPHASIS,1481829
2019-02-05,MPHASIS,2021794
2019-02-06,MPHASIS,1664962
2019-02-07,MPHASIS,1757061
2019-02-08,MPHASIS,2040109
2019-02-11,MPHASIS,1934350
2019-02-12,MPHASIS,1557357
2019-02-13,MPHASIS,2118820
2019-02-14,MPHASIS,2119046
2019-02-15,MPHASIS,1730153
2019-02-18,MPHASIS,1933133
2019-02-19,MPHASIS,1793850
2019-02-20,MPHASIS,2244327
2019-02-21,MPHASIS,2193017
2019-02-22,MPHASIS,2039846
2019-02-25,MPHASIS,1823104
2019-02-26,MPHASIS,1434265
2019-02-27,MPHASIS,1987245
2019-02-28,MPHASIS,2048321
2019-03-01,MPHASIS,1599617
2019-03-04,MPHASIS,2009937
2019-03-05,MPHASIS,1270969
2019-03-06,MPHASIS,1783042
2019-03-07,MPHASIS,1513770
2019-03-08,MPHASIS,1336006
2019-03-11,MPHASIS,2085490
2019-03-12,MPHASIS,2147760
2019-03-13,MPHASIS,1990038
2019-03-14,MPHASIS,1480968
2019-03-15,MPHASIS,2229872
2019-03-18,MPHASIS,1979122
2019-03-19,MPHASIS,1270736
2019-03-20,MPHASIS,1353432
2019-03-21,MPHASIS,1929397
2019-03-22,MPHASIS,1970991
2019-03-25,MPHASIS,2023769
2019-03-26,MPHASIS,1435601
2019-03-27,MPHASIS,2204756
2019-03-28,MPHASIS,1463331
2019-03-29,MPHASIS,1326747
2019-04-01,MPHASIS,1936309
2019-04-02,MPHASIS,1959433
2019-04-03,MPHASIS,1560015
2019-04-04,MPHASIS,1274232
2019-04-05,MPHASIS,1915502
2019-04-08,MPHASIS,1842377
2019-04-09,MPHASIS,2096956
2019-04-10,MPHASIS,1489291
2019-04-11,MPHASIS,1781246
2019-04-12,MPHASIS,2154482
2019-04-15,MPHASIS,1802792
2019-04-16,MPHASIS,1365065
2019-04-17,MPHASIS,2166762
2019-04-18,MPHASIS,1564098
2019-04-19,MPHASIS,2090507
2019-04-22,MPHASIS,1708911
2019-04-23,MPHASIS,1961432
2019-04-24,MPHASIS,2097077
2019-04-25,MPHASIS,2139566
2019-04-26,MPHASIS,1400485
2019-04-29,MPHASIS,1504548
2019-04-30,MPHASIS,1799245
2019-05-01,MPHASIS,1946482
2019-05-02,MPHASIS,1476612
2019-05-03,MPHASIS,1558209
2019-05-06,MPHASIS,2145468
2019-05-07,MPHASIS,1912302
2019-05-08,MPHASIS,1735330
2019-05-09,MPHASIS,1572462
2019-05-10,MPHASIS,1454649
2019-05-13,MPHASIS,2016866
2019-05-14,MPHASIS,2276192
2019-05-15,MPHASIS,2021516
2019-05-16,MPHASIS,1746861
2019-05-17,MPHASIS,1849497
2019-05-20,MPHASIS,1989156
2019-05-21,MPHASIS,2147305
2019-05-22,MPHASIS,1398686
2019-05-23,MPHASIS,1714655
2019-05-24,MPHASIS,1642709
2019-05-27,MPHASIS,2148026
2019-05-28,MPHASIS,2318075
2019-05-29,MPHASIS,1871145
2019-05-30,MPHASIS,1712319
2019-05-31,MPHASIS,1530734
2019-06-03,MPHASIS,2149498
2019-06-04,MPHASIS,2066912
2019-06-05,MPHASIS,2024947
2019-06-06,MPHASIS,1476538
2019-06-07,MPHASIS,1919874
2019-06-10,MPHASIS,1977743
2019-06-11,MPHASIS,2063934
2019-06-12,MPHASIS,2403460
2019-06-13,MPHASIS,2084980
2019-06-14,MPHASIS,1994300
2019-06-17,MPHASIS,2020336
2019-06-18,MPHASIS,6536412
2019-06-19,MPHASIS,1940028
2019-06-20,MPHASIS,4620499
2019-06-21,MPHASIS,2196986
2019-06-24,MPHASIS,2031205
2019-06-25,MPHASIS,2171874
2019-06-26,MPHASIS,1336141
2019-06-27,MPHASIS,1486173
2019-06-28,MPHASIS,1437351
2019-07-01,MPHASIS,2310739
2019-07-02,MPHASIS,2113636
2019-07-03,MPHASIS,1704682
2019-07-04,MPHASIS,1865100
2019-07-05,MPHASIS,2238417
2019-07-08,MPHASIS,2087463
2019-07-09,MPHASIS,1488551
2019-07-10,MPHASIS,1653713
2019-07-11,MPHASIS,2345806
2019-07-12,MPHASIS,1853558
2019-07-15,MPHASIS,1487457
2019-07-16,MPHASIS,1864856
2019-07-17,MPHASIS,2238183
2019-07-18,MPHASIS,2059764
2019-07-19,MPHASIS,1692736
2019-07-22,MPHASIS,1750208
2019-07-23,MPHASIS,2467161
2019-07-24,MPHASIS,1371532
2019-07-25,MPHASIS,1822137
2019-07-26,MPHASIS,1756446
2019-07-29,MPHASIS,4817028
2019-07-30,MPHASIS,2288288
2019-07-31,MPHASIS,1701408
2019-08-01,MPHASIS,1574361
2019-08-02,MPHASIS,1686487
2019-08-05,MPHASIS,2096798
2019-08-06,MPHASIS,5988215
2019-08-07,MPHASIS,7175703
2019-08-08,MPHASIS,1792347
2019-08-09,MPHASIS,2287975
2019-08-12,MPHASIS,1581412
2019-08-13,MPHASIS,1687373
2019-08-14,MPHASIS,1899574
2019-08-15,MPHASIS,1794334
2019-08-16,MPHASIS,1575617
2019-08-19,MPHASIS,1830527
2019-08-20,MPHASIS,1891901
2019-08-21,MPHASIS,2067174
2019-08-22,MPHASIS,2193292
2019-08-23,MPHASIS,1865757
2019-08-26,MPHASIS,1513110
2019-08-27,MPHASIS,2389026
2019-08-28,MPHASIS,2204533
2019-08-29,MPHASIS,1493223
2019-08-30,MPHASIS,1954911
2019-09-02,MPHASIS,1936298
2019-09-03,MPHASIS,1770645
2019-09-04,MPHASIS,1873683
2019-09-05,MPHASIS,1635997
2019-09-06,MPHASIS,1970114
2019-09-09,MPHASIS,2518815
2019-09-10,MPHASIS,1955590
2019-09-11,MPHASIS,2169557
2019-09-12,MPHASIS,1421109
2019-09-13,MPHASIS,1626833
2019-09-16,MPHASIS,2555493
2019-09-17,MPHASIS,1461693
2019-09-18,MPHASIS,1609735
2019-09-19,MPHASIS,2213347
2019-09-20,MPHASIS,1722803
2019-09-23,MPHASIS,2100140
2019-09-24,MPHASIS,2346766
2019-09-25,MPHASIS,1663939
2019-09-26,MPHASIS,1513094
2019-09-27,MPHASIS,1464752
2019-09-30,MPHASIS,1977148
2019-10-01,MPHASIS,1776226
2019-10-02,MPHASIS,1993601
2019-10-03,MPHASIS,2413031
2019-10-04,MPHASIS,1788113
2019-10-07,MPHASIS,1988174
2019-10-08,MPHASIS,2062254
2019-10-09,MPHASIS,1481263
2019-10-10,MPHASIS,1798939
2019-10-11,MPHASIS,1485962
2019-10-14,MPHASIS,2137227
2019-10-15,MPHASIS,2245958
2019-10-16,MPHASIS,2324822
2019-10-17,MPHASIS,1480975
2019-10-18,MPHASIS,1822290
2019-10-21,MPHASIS,1839335
2019-10-22,MPHASIS,1522902
2019-10-23,MPHASIS,2126002
2019-10-24,MPHASIS,2088882
2019-10-25,MPHASIS,1614332
2019-10-28,MPHASIS,1832600
2019-10-29,MPHASIS,2107452
2019-10-30,MPHASIS,2345973
2019-10-31,MPHASIS,1498381
2019-11-01,MPHASIS,1633628
2019-11-04,MPHASIS,1724618
2019-11-05,MPHASIS,1667779
2019-11-06,MPHASIS,1866945
2019-11-07,MPHASIS,2057935
2019-11-08,MPHASIS,2655465
2019-11-11,MPHASIS,2260979
2019-11-12,MPHASIS,2989173
2019-11-13,MPHASIS,1811918
2019-11-14,MPHASIS,1545422
2019-11-15,MPHASIS,2580243
2019-11-18,MPHASIS,2204731
2019-11-19,MPHASIS,2633033
2019-11-20,MPHASIS,2016305
2019-11-21,MPHASIS,2406447
2019-11-22,MPHASIS,1708801
2019-11-25,MPHASIS,1854459
2019-11-26,MPHASIS,2161902
2019-11-27,MPHASIS,1776921
2019-11-28,MPHASIS,2452910
2019-11-29,MPHASIS,2110496
2019-12-02,MPHASIS,1523603
2019-12-03,MPHASIS,1671428
2019-12-04,MPHASIS,1522172
2019-12-05,MPHASIS,1882301
2019-12-06,MPHASIS,2273167
2019-12-09,MPHASIS,2542369
2019-12-10,MPHASIS,1884370
2019-12-11,MPHASIS,2377030
2019-12-12,MPHASIS,1887566
2019-12-13,MPHASIS,2224582
2019-12-16,MPHASIS,1836977
2019-12-17,MPHASIS,2352987
2019-12-18,MPHASIS,2643838
2019-12-19,MPHASIS,1621239
2019-12-20,MPHASIS,1806978
2019-12-23,MPHASIS,1625088
2019-12-24,MPHASIS,1596821
2019-12-25,MPHASIS,1509239
2019-12-26,MPHASIS,2774789
2019-12-27,MPHASIS,2309629
2019-12-30,MPHASIS,2079205
2019-12-31,MPHASIS,2000867
2020-01-01,MPHASIS,2723725
2020-01-02,MPHASIS,1586658
2020-01-03,MPHASIS,2250406
2020-01-06,MPHASIS,2739849
2020-01-07,MPHASIS,1877285
2020-01-08,MPHASIS,1584315
2020-01-09,MPHASIS,1959717
2020-01-10,MPHASIS,1894655
2020-01-13,MPHASIS,10337745
2020-01-14,MPHASIS,2312127
2020-01-15,MPHASIS,2559067
2020-01-16,MPHASIS,2792778
2020-01-17,MPHASIS,2614607
2020-01-20,MPHASIS,2791755
2020-01-21,MPHASIS,1568788
2020-01-22,MPHASIS,1820106
2020-01-23,MPHASIS,2519585
2020-01-24,MPHASIS,1742079
2020-01-27,MPHASIS,1687440
2020-01-28,MPHASIS,2486814
2020-01-29,MPHASIS,1945981
2020-01-30,MPHASIS,2066077
2020-01-31,MPHASIS,1677230
2020-02-03,MPHASIS,2711131
2020-02-04,MPHASIS,2451371
2020-02-05,MPHASIS,2476423
2020-02-06,MPHASIS,2277150
2020-02-07,MPHASIS,1637515
2020-02-10,MPHASIS,1799763
2020-02-11,MPHASIS,2757865
2020-02-12,MPHASIS,1584875
2020-02-13,MPHASIS,1556670
2020-02-14,MPHASIS,2264680
2020-02-17,MPHASIS,2703700
2020-02-18,MPHASIS,2234331
2020-02-19,MPHASIS,2780409
2020-02-20,MPHASIS,2094043
2020-02-21,MPHASIS,2419624
2020-02-24,MPHASIS,2468608
2020-02-25,MPHASIS,2283945
2020-02-26,MPHASIS,1841254
2020-02-27,MPHASIS,1715167
2020-02-28,MPHASIS,1987235
2020-03-02,MPHASIS,1642325
2020-03-03,MPHASIS,1697264
2020-03-04,MPHASIS,2060814
2020-03-05,MPHASIS,2881490
2020-03-06,MPHASIS,2107673
2020-03-09,MPHASIS,2191042
2020-03-10,MPHASIS,1959810
2020-03-11,MPHASIS,1611012
2020-03-12,MPHASIS,1586398
2020-03-13,MPHASIS,1972642
2020-03-16,MPHASIS,2482264
2020-03-17,MPHASIS,1840159
2020-03-18,MPHASIS,1855754
2020-03-19,MPHASIS,2657001
2020-03-20,MPHASIS,2597821
2020-03-23,MPHASIS,1703116
2020-03-24,MPHASIS,2222305
2020-03-25,MPHASIS,1615384
2020-03-26,MPHASIS,2727525
2020-03-27,MPHASIS,2389089
2020-03-30,MPHASIS,2918702
2020-03-31,MPHASIS,1754092
2020-04-01,MPHASIS,1800732
2020-04-02,MPHASIS,1741867
2020-04-03,MPHASIS,1673119
2020-04-06,MPHASIS,2680739
2020-04-07,MPHASIS,1666363
2020-04-08,MPHASIS,2313550
2020-04-09,MPHASIS,2427504
2020-04-10,MPHASIS,2881160
