date,company,sentiment_score
2018-06-13,TECHM,0.279
2018-06-14,TECHM,0.123
2018-06-15,TECHM,0.2
2018-06-18,TECHM,0.149
2018-06-19,TECHM,0.21
2018-06-20,TECHM,0.183
2018-06-21,TECHM,0.288
2018-06-22,TECHM,0.265
2018-06-25,TECHM,0.261
2018-06-26,TECHM,0.227
2018-06-27,TECHM,0.243
2018-06-28,TECHM,0.184
2018-06-29,TECHM,0.359
2018-07-02,TECHM,0.095
2018-07-03,TECHM,0.301
2018-07-04,TECHM,0.15
2018-07-05,TECHM,0.283
2018-07-06,TECHM,0.068
2018-07-09,TECHM,0.218
2018-07-10,TECHM,0.296
2018-07-11,TECHM,0.288
2018-07-12,TECHM,0.145
2018-07-13,TECHM,0.076
2018-07-16,TECHM,0.15
2018-07-17,TECHM,0.218
2018-07-18,TECHM,0.195
2018-07-19,TECHM,0.343
2018-07-20,TECHM,0.295
2018-07-23,TECHM,0.346
2018-07-24,TECHM,0.456
2018-07-25,TECHM,0.091
2018-07-26,TECHM,0.228
2018-07-27,TECHM,0.072
2018-07-30,TECHM,0.317
2018-07-31,TECHM,0.174
2018-08-01,TECHM,0.235
2018-08-02,TECHM,0.142
2018-08-03,TECHM,0.307
2018-08-06,TECHM,0.186
2018-08-07,TECHM,0.241
2018-08-08,TECHM,0.274
2018-08-09,TECHM,0.212
2018-08-10,TECHM,0.206
2018-08-13,TECHM,0.135
2018-08-14,TECHM,0.326
2018-08-15,TECHM,0.275
2018-08-16,TECHM,0.064
2018-08-17,TECHM,0.2
2018-08-20,TECHM,0.261
2018-08-21,TECHM,0.27
2018-08-22,TECHM,0.081
2018-08-23,TECHM,0.184
2018-08-24,TECHM,0.28
2018-08-27,TECHM,0.307
2018-08-28,TECHM,0.387
2018-08-29,TECHM,0.208
2018-08-30,TECHM,0.216
2018-08-31,TECHM,0.045
2018-09-03,TECHM,0.078
2018-09-04,TECHM,0.124
2018-09-05,TECHM,0.256
2018-09-06,TECHM,0.869
2018-09-07,TECHM,0.282
2018-09-10,TECHM,0.164
2018-09-11,TECHM,0.079
2018-09-12,TECHM,0.078
2018-09-13,TECHM,0.144
2018-09-14,TECHM,0.222
2018-09-17,TECHM,0.089
2018-09-18,TECHM,0.072
2018-09-19,TECHM,0.124
2018-09-20,TECHM,0.082
2018-09-21,TECHM,0.073
2018-09-24,TECHM,0.261
2018-09-25,TECHM,0.159
2018-09-26,TECHM,0.121
2018-09-27,TECHM,0.079
2018-09-28,TECHM,0.083
2018-10-01,TECHM,0.068
2018-10-02,TECHM,0.175
2018-10-03,TECHM,0.135
2018-10-04,TECHM,0.21
2018-10-05,TECHM,0.088
2018-10-08,TECHM,0.1
2018-10-09,TECHM,0.228
2018-10-10,TECHM,0.073
2018-10-11,TECHM,0.076
2018-10-12,TECHM,0.226
2018-10-15,TECHM,0.126
2018-10-16,TECHM,0.292
2018-10-17,TECHM,0.03
2018-10-18,TECHM,0.099
2018-10-19,TECHM,0.124
2018-10-22,TECHM,0.135
2018-10-23,TECHM,0.199
2018-10-24,TECHM,0.094
2018-10-25,TECHM,0.027
2018-10-26,TECHM,0.167
2018-10-29,TECHM,0.131
2018-10-30,TECHM,0.193
2018-10-31,TECHM,0.283
2018-11-01,TECHM,0.132
2018-11-02,TECHM,0.227
2018-11-05,TECHM,0.064
2018-11-06,TECHM,0.194
2018-11-07,TECHM,0.101
2018-11-08,TECHM,0.084
2018-11-09,TECHM,0.169
2018-11-12,TECHM,0.225
2018-11-13,TECHM,0.116
2018-11-14,TECHM,0.245
2018-11-15,TECHM,0.266
2018-11-16,TECHM,0.047
2018-11-19,TECHM,0.148
2018-11-20,TECHM,0.268
2018-11-21,TECHM,0.05
2018-11-22,TECHM,0.161
2018-11-23,TECHM,0.21
2018-11-26,TECHM,0.068
2018-11-27,TECHM,0.277
2018-11-28,TECHM,0.264
2018-11-29,TECHM,0.27
2018-11-30,TECHM,0.114
2018-12-03,TECHM,0.09
2018-12-04,TECHM,0.163
2018-12-05,TECHM,0.224
2018-12-06,TECHM,0.57
2018-12-07,TECHM,0.2
2018-12-10,TECHM,0.2
2018-12-11,TECHM,0.03
2018-12-12,TECHM,0.027
2018-12-13,TECHM,0.196
2018-12-14,TECHM,0.255
2018-12-17,TECHM,0.213
2018-12-18,TECHM,0.035
2018-12-19,TECHM,0.039
2018-12-20,TECHM,0.159
2018-12-21,TECHM,0.19
2018-12-24,TECHM,0.078
2018-12-25,TECHM,0.052
2018-12-26,TECHM,0.149
2018-12-27,TECHM,0.033
2018-12-28,TECHM,0.067
2018-12-31,TECHM,0.054
2019-01-01,TECHM,0.016
2019-01-02,TECHM,0.26
2019-01-03,TECHM,0.122
2019-01-04,TECHM,0.211
2019-01-07,TECHM,0.22
2019-01-08,TECHM,0.194
2019-01-09,TECHM,0.172
2019-01-10,TECHM,0.204
2019-01-11,TECHM,0.083
2019-01-14,TECHM,0.066
2019-01-15,TECHM,0.178
2019-01-16,TECHM,0.083
2019-01-17,TECHM,0.148
2019-01-18,TECHM,0.27
2019-01-21,TECHM,0.218
2019-01-22,TECHM,0.224
2019-01-23,TECHM,0.139
2019-01-24,TECHM,0.013
2019-01-25,TECHM,0.129
2019-01-28,TECHM,0.09
2019-01-29,TECHM,0.286
2019-01-30,TECHM,0.108
2019-01-31,TECHM,0.199
2019-02-01,TECHM,0.032
2019-02-04,TECHM,0.006
2019-02-05,TECHM,0.018
2019-02-06,TECHM,0.093
2019-02-07,TECHM,0.152
2019-02-08,TECHM,0.174
2019-02-11,TECHM,0.224
2019-02-12,TECHM,0.255
2019-02-13,TECHM,0.212
2019-02-14,TECHM,0.016
2019-02-15,TECHM,0.171
2019-02-18,TECHM,0.096
2019-02-19,TECHM,0.119
2019-02-20,TECHM,0.097
2019-02-21,TECHM,0.107
2019-02-22,TECHM,0.239
2019-02-25,TECHM,0.271
2019-02-26,TECHM,0.096
2019-02-27,TECHM,0.167
2019-02-28,TECHM,0.083
2019-03-01,TECHM,0.275
2019-03-04,TECHM,0.043
2019-03-05,TECHM,0.195
2019-03-06,TECHM,0.083
2019-03-07,TECHM,0.249
2019-03-08,TECHM,0.157
2019-03-11,TECHM,0.115
2019-03-12,TECHM,0.018
2019-03-13,TECHM,0.113
2019-03-14,TECHM,0.146
2019-03-15,TECHM,0.092
2019-03-18,TECHM,0.044
2019-03-19,TECHM,0.817
2019-03-20,TECHM,0.164
2019-03-21,TECHM,0.143
2019-03-22,TECHM,0.22
2019-03-25,TECHM,0.559
2019-03-26,TECHM,0.238
2019-03-27,TECHM,0.082
2019-03-28,TECHM,0.204
2019-03-29,TECHM,0.187
2019-04-01,TECHM,0.097
2019-04-02,TECHM,0.08
2019-04-03,TECHM,0.176
2019-04-04,TECHM,0.243
2019-04-05,TECHM,0.144
2019-04-08,TECHM,0.122
2019-04-09,TECHM,0.192
2019-04-10,TECHM,0.176
2019-04-11,TECHM,0.226
2019-04-12,TECHM,0.16
2019-04-15,TECHM,0.273
2019-04-16,TECHM,0.168
2019-04-17,TECHM,0.259
2019-04-18,TECHM,0.144
2019-04-19,TECHM,0.002
2019-04-22,TECHM,0.119
2019-04-23,TECHM,0.253
2019-04-24,TECHM,0.169
2019-04-25,TECHM,0.022
2019-04-26,TECHM,0.284
2019-04-29,TECHM,0.155
2019-04-30,TECHM,0.003
2019-05-01,TECHM,0.221
2019-05-02,TECHM,0.025
2019-05-03,TECHM,0.041
2019-05-06,TECHM,0.023
2019-05-07,TECHM,0.16
2019-05-08,TECHM,0.253
2019-05-09,TECHM,0.063
2019-05-10,TECHM,0.183
2019-05-13,TECHM,0.222
2019-05-14,TECHM,0.247
2019-05-15,TECHM,0.061
2019-05-16,TECHM,0.011
2019-05-17,TECHM,0.242
2019-05-20,TECHM,0.218
2019-05-21,TECHM,0.069
2019-05-22,TECHM,0.168
2019-05-23,TECHM,0.101
2019-05-24,TECHM,0.178
2019-05-27,TECHM,0.119
2019-05-28,TECHM,0.235
2019-05-29,TECHM,0.113
2019-05-30,TECHM,0.084
2019-05-31,TECHM,0.239
2019-06-03,TECHM,0.066
2019-06-04,TECHM,0.084
2019-06-05,TECHM,0.133
2019-06-06,TECHM,0.138
2019-06-07,TECHM,0.287
2019-06-10,TECHM,0.131
2019-06-11,TECHM,0.179
2019-06-12,TECHM,0.277
2019-06-13,TECHM,0.259
2019-06-14,TECHM,0.026
2019-06-17,TECHM,0.125
2019-06-18,TECHM,0.157
2019-06-19,TECHM,0.165
2019-06-20,TECHM,0.23
2019-06-21,TECHM,0.103
2019-06-24,TECHM,0.025
2019-06-25,TECHM,-0.013
2019-06-26,TECHM,0.198
2019-06-27,TECHM,0.16
2019-06-28,TECHM,0.258
2019-07-01,TECHM,0.001
2019-07-02,TECHM,-0.013
2019-07-03,TECHM,0.16
2019-07-04,TECHM,0.154
2019-07-05,TECHM,0.094
2019-07-08,TECHM,0.224
2019-07-09,TECHM,0.069
2019-07-10,TECHM,0.226
2019-07-11,TECHM,0.116
2019-07-12,TECHM,0.231
2019-07-15,TECHM,0.174
2019-07-16,TECHM,0.274
2019-07-17,TECHM,0.191
2019-07-18,TECHM,0.27
2019-07-19,TECHM,0.269
2019-07-22,TECHM,0.153
2019-07-23,TECHM,0.096
2019-07-24,TECHM,0.188
2019-07-25,TECHM,0.084
2019-07-26,TECHM,0.199
2019-07-29,TECHM,0.121
2019-07-30,TECHM,0.039
2019-07-31,TECHM,0.165
2019-08-01,TECHM,0.079
2019-08-02,TECHM,0.121
2019-08-05,TECHM,0.208
2019-08-06,TECHM,0.277
2019-08-07,TECHM,0.106
2019-08-08,TECHM,0.116
2019-08-09,TECHM,0.188
2019-08-12,TECHM,0.172
2019-08-13,TECHM,0.244
2019-08-14,TECHM,0.137
2019-08-15,TECHM,0.181
2019-08-16,TECHM,0.182
2019-08-19,TECHM,0.243
2019-08-20,TECHM,0.197
2019-08-21,TECHM,0.15
2019-08-22,TECHM,0.256
2019-08-23,TECHM,0.079
2019-08-26,TECHM,0.095
2019-08-27,TECHM,0.075
2019-08-28,TECHM,0.051
2019-08-29,TECHM,0.179
2019-08-30,TECHM,0.215
2019-09-02,TECHM,0.286
2019-09-03,TECHM,0.064
2019-09-04,TECHM,0.174
2019-09-05,TECHM,0.236
2019-09-06,TECHM,0.127
2019-09-09,TECHM,-0.356
2019-09-10,TECHM,0.187
2019-09-11,TECHM,0.12
2019-09-12,TECHM,0.047
2019-09-13,TECHM,0.105
2019-09-16,TECHM,-0.006
2019-09-17,TECHM,0.127
2019-09-18,TECHM,0.278
2019-09-19,TECHM,0.171
2019-09-20,TECHM,0.133
2019-09-23,TECHM,0.154
2019-09-24,TECHM,0.081
2019-09-25,TECHM,0.168
2019-09-26,TECHM,0.227
2019-09-27,TECHM,0.014
2019-09-30,TECHM,0.014
2019-10-01,TECHM,0.267
2019-10-02,TECHM,0.266
2019-10-03,TECHM,0.172
2019-10-04,TECHM,0.129
2019-10-07,TECHM,0.156
2019-10-08,TECHM,-0.002
2019-10-09,TECHM,0.241
2019-10-10,TECHM,0.01
2019-10-11,TECHM,0.014
2019-10-14,TECHM,0.158
2019-10-15,TECHM,0.23
2019-10-16,TECHM,0.039
2019-10-17,TECHM,0.209
2019-10-18,TECHM,0.073
2019-10-21,TECHM,0.04
2019-10-22,TECHM,0.061
2019-10-23,TECHM,0.014
2019-10-24,TECHM,0.118
2019-10-25,TECHM,0.259
2019-10-28,TECHM,0.023
2019-10-29,TECHM,0.075
2019-10-30,TECHM,0.007
2019-10-31,TECHM,0.129
2019-11-01,TECHM,0.177
2019-11-04,TECHM,0.144
2019-11-05,TECHM,0.041
2019-11-06,TECHM,0.243
2019-11-07,TECHM,0.235
2019-11-08,TECHM,0.269
2019-11-11,TECHM,0.14
2019-11-12,TECHM,0.113
2019-11-13,TECHM,0.264
2019-11-14,TECHM,0.042
2019-11-15,TECHM,0.059
2019-11-18,TECHM,0.142
2019-11-19,TECHM,0.213
2019-11-20,TECHM,0.042
2019-11-21,TECHM,0.192
2019-11-22,TECHM,0.138
2019-11-25,TECHM,0.164
2019-11-26,TECHM,0.178
2019-11-27,TECHM,0.016
2019-11-28,TECHM,0.158
2019-11-29,TECHM,0.132
2019-12-02,TECHM,0.265
2019-12-03,TECHM,0.112
2019-12-04,TECHM,0.246
2019-12-05,TECHM,0.234
2019-12-06,TECHM,0.03
2019-12-09,TECHM,0.17
2019-12-10,TECHM,0.145
2019-12-11,TECHM,0.014
2019-12-12,TECHM,0.111
2019-12-13,TECHM,0.425
2019-12-16,TECHM,0.259
2019-12-17,TECHM,0.143
2019-12-18,TECHM,0.139
2019-12-19,TECHM,0.263
2019-12-20,TECHM,0.171
2019-12-23,TECHM,0.034
2019-12-24,TECHM,0.069
2019-12-25,TECHM,0.108
2019-12-26,TECHM,0.178
2019-12-27,TECHM,0.271
2019-12-30,TECHM,0.082
2019-12-31,TECHM,0.286
2020-01-01,TECHM,0.254
2020-01-02,TECHM,0.443
2020-01-03,TECHM,0.267
2020-01-06,TECHM,0.098
2020-01-07,TECHM,0.187
2020-01-08,TECHM,0.283
2020-01-09,TECHM,0.106
2020-01-10,TECHM,0.224
2020-01-13,TECHM,0.108
2020-01-14,TECHM,0.073
2020-01-15,TECHM,0.05
2020-01-16,TECHM,0.169
2020-01-17,TECHM,0.122
2020-01-20,TECHM,0.276
2020-01-21,TECHM,0.227
2020-01-22,TECHM,0.072
2020-01-23,TECHM,0.132
2020-01-24,TECHM,0.035
2020-01-27,TECHM,0.081
2020-01-28,TECHM,0.298
2020-01-29,TECHM,0.167
2020-01-30,TECHM,0.193
2020-01-31,TECHM,0.29
2020-02-03,TECHM,0.116
2020-02-04,TECHM,0.042
2020-02-05,TECHM,0.312
2020-02-06,TECHM,0.196
2020-02-07,TECHM,0.155
2020-02-10,TECHM,0.172
2020-02-11,TECHM,0.15
2020-02-12,TECHM,0.017
2020-02-13,TECHM,0.132
2020-02-14,TECHM,0.306
2020-02-17,TECHM,0.128
2020-02-18,TECHM,0.257
2020-02-19,TECHM,0.223
2020-02-20,TECHM,0.196
2020-02-21,TECHM,0.046
2020-02-24,TECHM,0.283
2020-02-25,TECHM,0.214
2020-02-26,TECHM,0.064
2020-02-27,TECHM,0.182
2020-02-28,TECHM,0.316
2020-03-02,TECHM,0.163
2020-03-03,TECHM,0.244
2020-03-04,TECHM,0.148
2020-03-05,TECHM,0.206
2020-03-06,TECHM,0.158
2020-03-09,TECHM,0.117
2020-03-10,TECHM,0.251
2020-03-11,TECHM,0.161
2020-03-12,TECHM,0.072
2020-03-13,TECHM,0.075
2020-03-16,TECHM,0.265
2020-03-17,TECHM,0.319
2020-03-18,TECHM,0.219
2020-03-19,TECHM,0.324
2020-03-20,TECHM,0.196
2020-03-23,TECHM,0.166
2020-03-24,TECHM,0.138
2020-03-25,TECHM,0.277
2020-03-26,TECHM,0.07
2020-03-27,TECHM,0.292
2020-03-30,TECHM,0.164
2020-03-31,TECHM,0.085
2020-04-01,TECHM,0.053
2020-04-02,TECHM,0.293
2020-04-03,TECHM,0.209
2020-04-06,TECHM,0.043
2020-04-07,TECHM,0.233
2020-04-08,TECHM,0.138
2020-04-09,TECHM,0.227
2020-04-10,TECHM,0.083
2020-04-13,TECHM,0.199
2020-04-14,TECHM,0.121
2020-04-15,TECHM,0.086
2020-04-16,TECHM,0.3
2020-04-17,TECHM,0.266
2020-04-20,TECHM,0.221
2020-04-21,TECHM,0.111
2020-04-22,TECHM,0.157
2020-04-23,TECHM,0.122
2020-04-24,TECHM,0.176
2020-04-27,TECHM,0.142
2020-04-28,TECHM,0.297
2020-04-29,TECHM,0.242
2020-04-30,TECHM,0.053
2020-05-01,TECHM,0.057
2020-05-04,TECHM,0.109
2020-05-05,TECHM,0.28
2020-05-06,TECHM,0.073
2020-05-07,TECHM,0.142
2020-05-08,TECHM,0.196
2020-05-11,TECHM,0.261
2020-05-12,TECHM,0.096
2020-05-13,TECHM,0.184
2020-05-14,TECHM,0.085
2020-05-15,TECHM,0.126
2020-05-18,TECHM,0.085
2020-05-19,TECHM,0.214
2020-05-20,TECHM,0.169
2020-05-21,TECHM,0.196
2020-05-22,TECHM,0.058
2020-05-25,TECHM,0.18
2020-05-26,TECHM,0.196
2020-05-27,TECHM,0.326
2020-05-28,TECHM,0.313
2020-05-29,TECHM,0.206
2020-06-01,TECHM,0.163
2020-06-02,TECHM,0.123
2020-06-03,TECHM,0.166
2020-06-04,TECHM,0.288
2020-06-05,TECHM,0.084
2020-06-08,TECHM,0.113
2020-06-09,TECHM,0.242
2020-06-10,TECHM,0.322
2020-06-11,TECHM,0.124
2020-06-12,TECHM,0.265
2020-06-15,TECHM,0.263
2020-06-16,TECHM,0.074
2020-06-17,TECHM,0.219
2020-06-18,TECHM,0.157
2020-06-19,TECHM,0.139
2020-06-22,TECHM,-0.151
2020-06-23,TECHM,0.187
2020-06-24,TECHM,0.111
2020-06-25,TECHM,0.097
2020-06-26,TECHM,0.153
2020-06-29,TECHM,0.188
2020-06-30,TECHM,0.16
2020-07-01,TECHM,0.264
2020-07-02,TECHM,0.299
2020-07-03,TECHM,0.157
2020-07-06,TECHM,0.286
2020-07-07,TECHM,0.29
2020-07-08,TECHM,0.244
2020-07-09,TECHM,0.31
2020-07-10,TECHM,0.102
2020-07-13,TECHM,0.359
2020-07-14,TECHM,0.145
2020-07-15,TECHM,0.107
2020-07-16,TECHM,0.066
2020-07-17,TECHM,0.105
2020-07-20,TECHM,0.202
2020-07-21,TECHM,0.134
2020-07-22,TECHM,0.313
2020-07-23,TECHM,0.148
2020-07-24,TECHM,0.309
2020-07-27,TECHM,0.088
2020-07-28,TECHM,0.109
2020-07-29,TECHM,0.304
2020-07-30,TECHM,0.367
2020-07-31,TECHM,0.12
2020-08-03,TECHM,0.138
2020-08-04,TECHM,0.37
2020-08-05,TECHM,0.323
2020-08-06,TECHM,0.246
2020-08-07,TECHM,0.318
2020-08-10,TECHM,0.316
2020-08-11,TECHM,0.312
2020-08-12,TECHM,0.235
2020-08-13,TECHM,0.281
2020-08-14,TECHM,0.329
2020-08-17,TECHM,0.271
2020-08-18,TECHM,0.263
2020-08-19,TECHM,0.352
2020-08-20,TECHM,0.127
2020-08-21,TECHM,0.166
2020-08-24,TECHM,0.224
2020-08-25,TECHM,0.203
2020-08-26,TECHM,0.292
2020-08-27,TECHM,0.268
2020-08-28,TECHM,0.421
2020-08-31,TECHM,0.373
2020-09-01,TECHM,0.293
2020-09-02,TECHM,0.297
2020-09-03,TECHM,0.337
2020-09-04,TECHM,0.235
2020-09-07,TECHM,0.36
2020-09-08,TECHM,0.169
2020-09-09,TECHM,0.065
2020-09-10,TECHM,0.292
2020-09-11,TECHM,0.318
2020-09-14,TECHM,0.199
2020-09-15,TECHM,0.365
2020-09-16,TECHM,0.289
2020-09-17,TECHM,0.204
2020-09-18,TECHM,0.384
2020-09-21,TECHM,0.254
2020-09-22,TECHM,0.262
2020-09-23,TECHM,0.091
2020-09-24,TECHM,0.227
2020-09-25,TECHM,0.159
2020-09-28,TECHM,0.341
2020-09-29,TECHM,0.249
2020-09-30,TECHM,0.213
2020-10-01,TECHM,0.221
2020-10-02,TECHM,0.181
2020-10-05,TECHM,0.374
2020-10-06,TECHM,0.372
2020-10-07,TECHM,0.378
2020-10-08,TECHM,0.118
2020-10-09,TECHM,0.301
2020-10-12,TECHM,0.165
2020-10-13,TECHM,0.835
2020-10-14,TECHM,0.236
2020-10-15,TECHM,0.143
2020-10-16,TECHM,0.148
2020-10-19,TECHM,0.182
2020-10-20,TECHM,0.191
2020-10-21,TECHM,0.12
2020-10-22,TECHM,0.289
2020-10-23,TECHM,0.139
2020-10-26,TECHM,0.221
2020-10-27,TECHM,0.325
2020-10-28,TECHM,0.33
2020-10-29,TECHM,0.177
2020-10-30,TECHM,0.221
2020-11-02,TECHM,0.132
2020-11-03,TECHM,0.131
2020-11-04,TECHM,0.236
2020-11-05,TECHM,0.304
2020-11-06,TECHM,0.263
2020-11-09,TECHM,0.332
2020-11-10,TECHM,0.271
2020-11-11,TECHM,0.251
2020-11-12,TECHM,0.179
2020-11-13,TECHM,0.313
2020-11-16,TECHM,0.172
2020-11-17,TECHM,0.346
2020-11-18,TECHM,0.195
2020-11-19,TECHM,0.361
2020-11-20,TECHM,0.125
2020-11-23,TECHM,0.25
2020-11-24,TECHM,0.344
2020-11-25,TECHM,0.171
2020-11-26,TECHM,0.226
2020-11-27,TECHM,0.118
2020-11-30,TECHM,0.19
2020-12-01,TECHM,0.131
2020-12-02,TECHM,0.356
2020-12-03,TECHM,0.122
2020-12-04,TECHM,0.17
2020-12-07,TECHM,0.375
2020-12-08,TECHM,0.236
2020-12-09,TECHM,0.364
2020-12-10,TECHM,0.281
2020-12-11,TECHM,0.361
2020-12-14,TECHM,0.339
2020-12-15,TECHM,0.223
2020-12-16,TECHM,0.181
2020-12-17,TECHM,0.146
2020-12-18,TECHM,0.274
2020-12-21,TECHM,0.294
2020-12-22,TECHM,0.336
2020-12-23,TECHM,0.194
2020-12-24,TECHM,0.259
2020-12-25,TECHM,0.405
2020-12-28,TECHM,0.188
2020-12-29,TECHM,0.322
2020-12-30,TECHM,0.425
2020-12-31,TECHM,0.167
2021-01-01,TECHM,0.343
2021-01-04,TECHM,0.277
2021-01-05,TECHM,0.226
2021-01-06,TECHM,0.248
2021-01-07,TECHM,0.429
2021-01-08,TECHM,0.335
2021-01-11,TECHM,0.15
2021-01-12,TECHM,0.25
2021-01-13,TECHM,0.19
2021-01-14,TECHM,0.29
2021-01-15,TECHM,0.203
2021-01-18,TECHM,0.226
2021-01-19,TECHM,0.147
2021-01-20,TECHM,0.191
2021-01-21,TECHM,0.329
2021-01-22,TECHM,0.283
2021-01-25,TECHM,0.397
2021-01-26,TECHM,0.27
2021-01-27,TECHM,0.36
2021-01-28,TECHM,0.272
2021-01-29,TECHM,0.313
2021-02-01,TECHM,0.371
2021-02-02,TECHM,0.201
2021-02-03,TECHM,0.359
2021-02-04,TECHM,0.182
2021-02-05,TECHM,0.18
2021-02-08,TECHM,0.236
2021-02-09,TECHM,0.238
2021-02-10,TECHM,0.412
2021-02-11,TECHM,0.214
2021-02-12,TECHM,0.209
2021-02-15,TECHM,0.187
2021-02-16,TECHM,0.244
2021-02-17,TECHM,0.163
2021-02-18,TECHM,0.449
2021-02-19,TECHM,0.359
2021-02-22,TECHM,0.372
2021-02-23,TECHM,0.233
2021-02-24,TECHM,0.428
2021-02-25,TECHM,0.165
2021-02-26,TECHM,0.244
2021-03-01,TECHM,0.208
2021-03-02,TECHM,0.172
2021-03-03,TECHM,0.269
2021-03-04,TECHM,0.456
2021-03-05,TECHM,0.361
2021-03-08,TECHM,0.192
2021-03-09,TECHM,0.22
2021-03-10,TECHM,0.418
2021-03-11,TECHM,0.377
2021-03-12,TECHM,0.209
2021-03-15,TECHM,0.355
2021-03-16,TECHM,0.438
2021-03-17,TECHM,0.216
2021-03-18,TECHM,0.216
2021-03-19,TECHM,0.295
2021-03-22,TECHM,0.36
2021-03-23,TECHM,0.205
2021-03-24,TECHM,0.208
2021-03-25,TECHM,0.352
2021-03-26,TECHM,0.448
2021-03-29,TECHM,0.327
2021-03-30,TECHM,0.398
2021-03-31,TECHM,0.349
2021-04-01,TECHM,0.186
2021-04-02,TECHM,0.277
2021-04-05,TECHM,0.325
2021-04-06,TECHM,0.465
2021-04-07,TECHM,0.285
2021-04-08,TECHM,0.418
2021-04-09,TECHM,0.175
2021-04-12,TECHM,0.444
2021-04-13,TECHM,0.419
2021-04-14,TECHM,0.24
2021-04-15,TECHM,0.249
2021-04-16,TECHM,0.416
2021-04-19,TECHM,0.469
2021-04-20,TECHM,0.469
2021-04-21,TECHM,0.395
2021-04-22,TECHM,0.257
2021-04-23,TECHM,0.356
2021-04-26,TECHM,0.295
2021-04-27,TECHM,0.439
2021-04-28,TECHM,0.302
2021-04-29,TECHM,0.472
2021-04-30,TECHM,0.418
2021-05-03,TECHM,0.194
2021-05-04,TECHM,0.47
2021-05-05,TECHM,0.31
2021-05-06,TECHM,0.208
2021-05-07,TECHM,0.426
2021-05-10,TECHM,0.474
2021-05-11,TECHM,0.235
2021-05-12,TECHM,0.39
2021-05-13,TECHM,0.352
2021-05-14,TECHM,0.191
2021-05-17,TECHM,0.22
2021-05-18,TECHM,0.388
2021-05-19,TECHM,0.347
2021-05-20,TECHM,0.487
2021-05-21,TECHM,0.473
2021-05-24,TECHM,0.203
2021-05-25,TECHM,0.251
2021-05-26,TECHM,0.248
2021-05-27,TECHM,0.341
2021-05-28,TECHM,0.406
2021-05-31,TECHM,0.439
2021-06-01,TECHM,0.201
2021-06-02,TECHM,0.264
2021-06-03,TECHM,0.241
2021-06-04,TECHM,0.46
2021-06-07,TECHM,0.209
2021-06-08,TECHM,0.252
2021-06-09,TECHM,0.435
2021-06-10,TECHM,0.423
2021-06-11,TECHM,0.251
2021-06-14,TECHM,0.209
2021-06-15,TECHM,0.494
2021-06-16,TECHM,0.239
2021-06-17,TECHM,0.397
2021-06-18,TECHM,0.45
2021-06-21,TECHM,0.301
2021-06-22,TECHM,0.242
2021-06-23,TECHM,0.308
2021-06-24,TECHM,0.293
2021-06-25,TECHM,0.421
2021-06-28,TECHM,0.289
2021-06-29,TECHM,0.433
2021-06-30,TECHM,0.214
2021-07-01,TECHM,0.426
2021-07-02,TECHM,0.305
2021-07-05,TECHM,0.21
2021-07-06,TECHM,0.275
2021-07-07,TECHM,0.472
2021-07-08,TECHM,0.245
2021-07-09,TECHM,0.333
2021-07-12,TECHM,0.442
2021-07-13,TECHM,0.255
2021-07-14,TECHM,0.265
2021-07-15,TECHM,0.265
2021-07-16,TECHM,0.31
2021-07-19,TECHM,0.391
2021-07-20,TECHM,0.286
2021-07-21,TECHM,0.425
2021-07-22,TECHM,0.48
2021-07-23,TECHM,0.378
2021-07-26,TECHM,0.289
2021-07-27,TECHM,0.255
2021-07-28,TECHM,0.469
2021-07-29,TECHM,0.512
2021-07-30,TECHM,0.426
2021-08-02,TECHM,0.401
2021-08-03,TECHM,0.463
2021-08-04,TECHM,0.373
2021-08-05,TECHM,0.452
2021-08-06,TECHM,0.462
2021-08-09,TECHM,0.296
2021-08-10,TECHM,0.396
2021-08-11,TECHM,0.35
2021-08-12,TECHM,0.235
2021-08-13,TECHM,0.399
2021-08-16,TECHM,0.383
2021-08-17,TECHM,0.266
2021-08-18,TECHM,0.321
2021-08-19,TECHM,0.324
2021-08-20,TECHM,0.333
2021-08-23,TECHM,0.518
2021-08-24,TECHM,0.427
2021-08-25,TECHM,0.391
2021-08-26,TECHM,0.504
2021-08-27,TECHM,0.469
2021-08-30,TECHM,0.469
2021-08-31,TECHM,0.499
2021-09-01,TECHM,0.394
2021-09-02,TECHM,0.375
2021-09-03,TECHM,0.384
2021-09-06,TECHM,0.429
2021-09-07,TECHM,0.704
2021-09-08,TECHM,0.302
2021-09-09,TECHM,0.267
2021-09-10,TECHM,0.427
2021-09-13,TECHM,0.351
2021-09-14,TECHM,0.529
2021-09-15,TECHM,0.407
2021-09-16,TECHM,0.485
2021-09-17,TECHM,0.436
2021-09-20,TECHM,0.409
2021-09-21,TECHM,0.489
2021-09-22,TECHM,0.403
2021-09-23,TECHM,0.462
2021-09-24,TECHM,0.243
2021-09-27,TECHM,0.453
2021-09-28,TECHM,0.379
2021-09-29,TECHM,0.381
2021-09-30,TECHM,0.444
2021-10-01,TECHM,0.278
2021-10-04,TECHM,0.289
2021-10-05,TECHM,0.525
2021-10-06,TECHM,0.528
2021-10-07,TECHM,0.294
2021-10-08,TECHM,0.437
2021-10-11,TECHM,0.251
2021-10-12,TECHM,0.469
2021-10-13,TECHM,0.263
2021-10-14,TECHM,0.381
2021-10-15,TECHM,0.26
